memberid,schemeid,levelid,sec_type,sec_parameter,created,updated,group_sec_parameter
14143,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:00:34.731523Z,2023-11-14T11:00:34.731523Z,jira-internal-system
11911,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:32:27.862187Z,2023-11-14T09:32:27.862187Z,jira-internal-system
14146,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:00:34.769563Z,2023-11-14T11:00:34.769563Z,jira-internal-system
14149,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:00:55.585979Z,2023-11-14T11:00:55.585979Z,jira-internal-system
10356,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:29:18.404355Z,2023-11-14T08:29:18.404355Z,jira-internal-system
11914,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:32:27.909511Z,2023-11-14T09:32:27.909511Z,jira-internal-system
14152,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:00:55.637798Z,2023-11-14T11:00:55.637798Z,jira-internal-system
10845,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:49:57.268224Z,2023-11-14T08:49:57.268224Z,jira-internal-system
14155,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:00:55.680109Z,2023-11-14T11:00:55.680109Z,jira-internal-system
14158,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:01:22.782021Z,2023-11-14T11:01:22.782021Z,jira-internal-system
11917,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:32:27.984047Z,2023-11-14T09:32:27.984047Z,jira-internal-system
14161,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:01:22.839282Z,2023-11-14T11:01:22.839282Z,jira-internal-system
11920,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:32:56.618215Z,2023-11-14T09:32:56.618215Z,jira-internal-system
10848,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:50:01.336943Z,2023-11-14T08:50:01.336943Z,jira-internal-system
14164,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:01:22.89241Z,2023-11-14T11:01:22.89241Z,jira-internal-system
14167,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:01:38.910857Z,2023-11-14T11:01:38.910857Z,jira-internal-system
10135,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:19:59.339986Z,2023-11-14T08:19:59.339986Z,jira-internal-system
11923,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:32:56.657369Z,2023-11-14T09:32:56.657369Z,jira-internal-system
14170,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:01:38.988566Z,2023-11-14T11:01:38.988566Z,jira-internal-system
10851,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:50:01.38658Z,2023-11-14T08:50:01.38658Z,jira-internal-system
14173,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:01:39.046472Z,2023-11-14T11:01:39.046472Z,jira-internal-system
14176,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:02:48.641657Z,2023-11-14T11:02:48.641657Z,jira-internal-system
11926,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:32:56.709062Z,2023-11-14T09:32:56.709062Z,jira-internal-system
14179,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:02:48.674886Z,2023-11-14T11:02:48.674886Z,jira-internal-system
11929,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:33:04.446764Z,2023-11-14T09:33:04.446764Z,jira-internal-system
10359,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:29:18.429331Z,2023-11-14T08:29:18.429331Z,jira-internal-system
14182,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:02:48.726606Z,2023-11-14T11:02:48.726606Z,jira-internal-system
14185,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:03:44.727198Z,2023-11-14T11:03:44.727198Z,jira-internal-system
11932,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:33:04.496966Z,2023-11-14T09:33:04.496966Z,jira-internal-system
14188,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:03:44.766754Z,2023-11-14T11:03:44.766754Z,jira-internal-system
10854,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:50:01.427548Z,2023-11-14T08:50:01.427548Z,jira-internal-system
14191,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:03:44.803655Z,2023-11-14T11:03:44.803655Z,jira-internal-system
14194,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:04:04.903312Z,2023-11-14T11:04:04.903312Z,jira-internal-system
11935,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:33:04.527561Z,2023-11-14T09:33:04.527561Z,jira-internal-system
14197,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:04:04.984844Z,2023-11-14T11:04:04.984844Z,jira-internal-system
11938,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:33:23.968426Z,2023-11-14T09:33:23.968426Z,jira-internal-system
10857,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:50:54.36686Z,2023-11-14T08:50:54.36686Z,jira-internal-system
14200,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:04:05.0217Z,2023-11-14T11:04:05.0217Z,jira-internal-system
14203,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:04:48.216029Z,2023-11-14T11:04:48.216029Z,jira-internal-system
10362,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:29:42.740676Z,2023-11-14T08:29:42.740676Z,jira-internal-system
11941,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:33:24.027366Z,2023-11-14T09:33:24.027366Z,jira-internal-system
14206,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:04:48.428444Z,2023-11-14T11:04:48.428444Z,jira-internal-system
10138,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:20:34.235956Z,2023-11-14T08:20:34.235956Z,jira-internal-system
10860,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:50:54.436067Z,2023-11-14T08:50:54.436067Z,jira-internal-system
14209,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:04:48.478191Z,2023-11-14T11:04:48.478191Z,jira-internal-system
14212,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:05:20.622508Z,2023-11-14T11:05:20.622508Z,jira-internal-system
11944,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:33:24.061674Z,2023-11-14T09:33:24.061674Z,jira-internal-system
14215,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:05:20.6695Z,2023-11-14T11:05:20.6695Z,jira-internal-system
11947,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:33:54.132367Z,2023-11-14T09:33:54.132367Z,jira-internal-system
15709,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T13:21:02.946405Z,2023-11-14T13:21:02.946405Z,jira-internal-system
14218,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:05:20.738781Z,2023-11-14T11:05:20.738781Z,jira-internal-system
14221,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:06:01.181436Z,2023-11-14T11:06:01.181436Z,jira-internal-system
10365,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:29:42.781109Z,2023-11-14T08:29:42.781109Z,jira-internal-system
11950,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:33:54.18118Z,2023-11-14T09:33:54.18118Z,jira-internal-system
14224,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:06:01.237284Z,2023-11-14T11:06:01.237284Z,jira-internal-system
10863,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:50:54.472171Z,2023-11-14T08:50:54.472171Z,jira-internal-system
14227,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:06:01.285933Z,2023-11-14T11:06:01.285933Z,jira-internal-system
14230,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:06:56.380729Z,2023-11-14T11:06:56.380729Z,jira-internal-system
11953,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:33:54.231008Z,2023-11-14T09:33:54.231008Z,jira-internal-system
14233,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:06:56.433391Z,2023-11-14T11:06:56.433391Z,jira-internal-system
11956,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:33:58.633754Z,2023-11-14T09:33:58.633754Z,jira-internal-system
10866,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:50:58.644358Z,2023-11-14T08:50:58.644358Z,jira-internal-system
14236,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:06:56.471263Z,2023-11-14T11:06:56.471263Z,jira-internal-system
14239,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:07:15.304271Z,2023-11-14T11:07:15.304271Z,jira-internal-system
11959,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:33:58.699864Z,2023-11-14T09:33:58.699864Z,jira-internal-system
14242,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:07:15.350168Z,2023-11-14T11:07:15.350168Z,jira-internal-system
15535,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T12:59:49.673965Z,2023-11-14T12:59:49.673965Z,jira-internal-system
10869,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:50:58.697184Z,2023-11-14T08:50:58.697184Z,jira-internal-system
14245,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:07:15.387135Z,2023-11-14T11:07:15.387135Z,jira-internal-system
14248,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:08:53.381437Z,2023-11-14T11:08:53.381437Z,jira-internal-system
11962,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:33:58.776332Z,2023-11-14T09:33:58.776332Z,jira-internal-system
14251,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:08:53.637158Z,2023-11-14T11:08:53.637158Z,jira-internal-system
11965,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:34:35.85538Z,2023-11-14T09:34:35.85538Z,jira-internal-system
15532,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T12:59:49.634525Z,2023-11-14T12:59:49.634525Z,jira-internal-system
14254,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:08:53.714481Z,2023-11-14T11:08:53.714481Z,jira-internal-system
14257,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:11:17.975038Z,2023-11-14T11:11:17.975038Z,jira-internal-system
15529,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T12:59:49.597006Z,2023-11-14T12:59:49.597006Z,jira-internal-system
11968,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:34:35.890988Z,2023-11-14T09:34:35.890988Z,jira-internal-system
14260,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:11:18.015445Z,2023-11-14T11:11:18.015445Z,jira-internal-system
10872,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:50:58.770652Z,2023-11-14T08:50:58.770652Z,jira-internal-system
11971,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:34:35.92101Z,2023-11-14T09:34:35.92101Z,jira-internal-system
14263,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:11:18.061544Z,2023-11-14T11:11:18.061544Z,jira-internal-system
14266,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:11:50.630187Z,2023-11-14T11:11:50.630187Z,jira-internal-system
15334,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T12:42:48.924546Z,2023-11-14T12:42:48.924546Z,jira-internal-system
15331,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T12:42:48.869415Z,2023-11-14T12:42:48.869415Z,jira-internal-system
14269,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:11:50.672097Z,2023-11-14T11:11:50.672097Z,jira-internal-system
15328,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T12:42:03.378254Z,2023-11-14T12:42:03.378254Z,jira-internal-system
14272,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:11:50.735311Z,2023-11-14T11:11:50.735311Z,jira-internal-system
14275,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:12:40.814109Z,2023-11-14T11:12:40.814109Z,jira-internal-system
14278,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:12:40.860004Z,2023-11-14T11:12:40.860004Z,jira-internal-system
11974,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:34:43.534668Z,2023-11-14T09:34:43.534668Z,jira-internal-system
10875,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:51:29.734813Z,2023-11-14T08:51:29.734813Z,jira-internal-system
14281,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:12:40.886872Z,2023-11-14T11:12:40.886872Z,jira-internal-system
14284,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:14:16.059715Z,2023-11-14T11:14:16.059715Z,jira-internal-system
11977,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:34:43.569709Z,2023-11-14T09:34:43.569709Z,jira-internal-system
14287,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:14:16.135409Z,2023-11-14T11:14:16.135409Z,jira-internal-system
15526,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T12:58:54.011096Z,2023-11-14T12:58:54.011096Z,jira-internal-system
10878,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:51:29.775576Z,2023-11-14T08:51:29.775576Z,jira-internal-system
14290,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:14:16.173816Z,2023-11-14T11:14:16.173816Z,jira-internal-system
14293,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:15:39.719344Z,2023-11-14T11:15:39.719344Z,jira-internal-system
11980,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:34:43.615174Z,2023-11-14T09:34:43.615174Z,jira-internal-system
14296,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:15:39.78214Z,2023-11-14T11:15:39.78214Z,jira-internal-system
11983,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:35:05.894617Z,2023-11-14T09:35:05.894617Z,jira-internal-system
15706,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T13:21:02.890966Z,2023-11-14T13:21:02.890966Z,jira-internal-system
14299,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:15:39.817572Z,2023-11-14T11:15:39.817572Z,jira-internal-system
14302,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:15:42.275608Z,2023-11-14T11:15:42.275608Z,jira-internal-system
10141,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:20:34.302882Z,2023-11-14T08:20:34.302882Z,jira-internal-system
11986,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:35:05.959502Z,2023-11-14T09:35:05.959502Z,jira-internal-system
14305,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:15:42.317984Z,2023-11-14T11:15:42.317984Z,jira-internal-system
10881,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:51:29.838297Z,2023-11-14T08:51:29.838297Z,jira-internal-system
14308,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:15:42.355671Z,2023-11-14T11:15:42.355671Z,jira-internal-system
14311,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:17:45.173618Z,2023-11-14T11:17:45.173618Z,jira-internal-system
11989,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:35:06.020363Z,2023-11-14T09:35:06.020363Z,jira-internal-system
14314,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:17:45.243538Z,2023-11-14T11:17:45.243538Z,jira-internal-system
11992,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:35:23.046609Z,2023-11-14T09:35:23.046609Z,jira-internal-system
10884,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:51:34.827495Z,2023-11-14T08:51:34.827495Z,jira-internal-system
14317,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:17:45.301663Z,2023-11-14T11:17:45.301663Z,jira-internal-system
14320,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:18:36.716297Z,2023-11-14T11:18:36.716297Z,jira-internal-system
10368,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:29:42.830581Z,2023-11-14T08:29:42.830581Z,jira-internal-system
11995,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:35:23.113692Z,2023-11-14T09:35:23.113692Z,jira-internal-system
14323,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:18:36.768477Z,2023-11-14T11:18:36.768477Z,jira-internal-system
10887,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:51:34.885143Z,2023-11-14T08:51:34.885143Z,jira-internal-system
14326,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:18:36.827538Z,2023-11-14T11:18:36.827538Z,jira-internal-system
14329,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:19:10.026221Z,2023-11-14T11:19:10.026221Z,jira-internal-system
11998,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:35:23.158088Z,2023-11-14T09:35:23.158088Z,jira-internal-system
14332,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:19:10.068777Z,2023-11-14T11:19:10.068777Z,jira-internal-system
12001,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:35:37.213132Z,2023-11-14T09:35:37.213132Z,jira-internal-system
10371,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:29:45.614804Z,2023-11-14T08:29:45.614804Z,jira-internal-system
14335,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:19:10.106791Z,2023-11-14T11:19:10.106791Z,jira-internal-system
14338,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:19:36.067006Z,2023-11-14T11:19:36.067006Z,jira-internal-system
15703,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T13:21:02.846415Z,2023-11-14T13:21:02.846415Z,jira-internal-system
12004,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:35:37.26772Z,2023-11-14T09:35:37.26772Z,jira-internal-system
14341,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:19:36.112191Z,2023-11-14T11:19:36.112191Z,jira-internal-system
10890,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:51:34.949354Z,2023-11-14T08:51:34.949354Z,jira-internal-system
14344,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:19:36.148901Z,2023-11-14T11:19:36.148901Z,jira-internal-system
14347,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:21:00.183457Z,2023-11-14T11:21:00.183457Z,jira-internal-system
12007,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:35:37.314568Z,2023-11-14T09:35:37.314568Z,jira-internal-system
14350,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:21:00.226959Z,2023-11-14T11:21:00.226959Z,jira-internal-system
12010,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:36:00.712034Z,2023-11-14T09:36:00.712034Z,jira-internal-system
10893,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:52:08.254933Z,2023-11-14T08:52:08.254933Z,jira-internal-system
14353,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:21:00.249557Z,2023-11-14T11:21:00.249557Z,jira-internal-system
14356,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:22:11.392407Z,2023-11-14T11:22:11.392407Z,jira-internal-system
12013,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:36:00.763479Z,2023-11-14T09:36:00.763479Z,jira-internal-system
14359,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:22:11.43563Z,2023-11-14T11:22:11.43563Z,jira-internal-system
10374,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:29:45.665286Z,2023-11-14T08:29:45.665286Z,jira-internal-system
10896,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:52:08.314755Z,2023-11-14T08:52:08.314755Z,jira-internal-system
14362,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:22:11.468994Z,2023-11-14T11:22:11.468994Z,jira-internal-system
14365,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:23:08.163339Z,2023-11-14T11:23:08.163339Z,jira-internal-system
12016,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:36:00.8252Z,2023-11-14T09:36:00.8252Z,jira-internal-system
14368,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:23:08.184524Z,2023-11-14T11:23:08.184524Z,jira-internal-system
12019,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:36:07.735099Z,2023-11-14T09:36:07.735099Z,jira-internal-system
10144,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:20:34.353651Z,2023-11-14T08:20:34.353651Z,jira-internal-system
14371,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:23:08.237827Z,2023-11-14T11:23:08.237827Z,jira-internal-system
14374,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:24:45.337231Z,2023-11-14T11:24:45.337231Z,jira-internal-system
12022,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:36:07.784785Z,2023-11-14T09:36:07.784785Z,jira-internal-system
14377,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:24:45.388685Z,2023-11-14T11:24:45.388685Z,jira-internal-system
10899,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:52:08.352334Z,2023-11-14T08:52:08.352334Z,jira-internal-system
14380,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:24:45.421102Z,2023-11-14T11:24:45.421102Z,jira-internal-system
14383,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:25:14.059439Z,2023-11-14T11:25:14.059439Z,jira-internal-system
12025,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:36:07.842832Z,2023-11-14T09:36:07.842832Z,jira-internal-system
14386,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:25:14.113837Z,2023-11-14T11:25:14.113837Z,jira-internal-system
12028,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:36:24.490589Z,2023-11-14T09:36:24.490589Z,jira-internal-system
10902,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:52:15.121977Z,2023-11-14T08:52:15.121977Z,jira-internal-system
14389,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:25:14.143263Z,2023-11-14T11:25:14.143263Z,jira-internal-system
14392,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:26:54.213813Z,2023-11-14T11:26:54.213813Z,jira-internal-system
10377,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:29:45.69404Z,2023-11-14T08:29:45.69404Z,jira-internal-system
12031,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:36:24.526483Z,2023-11-14T09:36:24.526483Z,jira-internal-system
14395,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:26:54.260632Z,2023-11-14T11:26:54.260632Z,jira-internal-system
10905,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:52:15.158588Z,2023-11-14T08:52:15.158588Z,jira-internal-system
14398,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:26:54.283283Z,2023-11-14T11:26:54.283283Z,jira-internal-system
14401,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:27:09.495457Z,2023-11-14T11:27:09.495457Z,jira-internal-system
12034,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:36:24.575294Z,2023-11-14T09:36:24.575294Z,jira-internal-system
14404,10001,10004,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:27:09.546773Z,2023-11-14T11:27:09.546773Z,jira-internal-system
12037,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T09:36:43.949188Z,2023-11-14T09:36:43.949188Z,jira-internal-system
10380,10001,10002,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T08:30:10.173098Z,2023-11-14T08:30:10.173098Z,jira-internal-system
14407,10001,10006,group,77068fe8-977a-49cb-945d-79532a98c99c,2023-11-14T11:27:09.592342Z,2023-11-14T11:27:09.592342Z,jira-internal-system
