memberid,schemeid,levelid,sec_type,sec_parameter,created,updated,group_sec_parameter
10439,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:32:10.279971Z,2023-11-14T08:32:10.279971Z,jira-super-admin
10444,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:32:36.456204Z,2023-11-14T08:32:36.456204Z,jira-super-admin
10445,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:32:36.463289Z,2023-11-14T08:32:36.463289Z,jira-super-admin
10447,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:32:36.489849Z,2023-11-14T08:32:36.489849Z,jira-super-admin
10448,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:32:36.500529Z,2023-11-14T08:32:36.500529Z,jira-super-admin
10453,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:33:46.166286Z,2023-11-14T08:33:46.166286Z,jira-super-admin
10454,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:33:46.187571Z,2023-11-14T08:33:46.187571Z,jira-super-admin
10456,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:33:46.217096Z,2023-11-14T08:33:46.217096Z,jira-super-admin
10457,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:33:46.232226Z,2023-11-14T08:33:46.232226Z,jira-super-admin
10462,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:34:11.592739Z,2023-11-14T08:34:11.592739Z,jira-super-admin
10463,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:34:11.615461Z,2023-11-14T08:34:11.615461Z,jira-super-admin
10465,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:34:11.628745Z,2023-11-14T08:34:11.628745Z,jira-super-admin
10466,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:34:11.639028Z,2023-11-14T08:34:11.639028Z,jira-super-admin
10471,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:34:41.477226Z,2023-11-14T08:34:41.477226Z,jira-super-admin
10472,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:34:41.488471Z,2023-11-14T08:34:41.488471Z,jira-super-admin
10474,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:34:41.527371Z,2023-11-14T08:34:41.527371Z,jira-super-admin
10475,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:34:41.544968Z,2023-11-14T08:34:41.544968Z,jira-super-admin
10480,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:35:15.225436Z,2023-11-14T08:35:15.225436Z,jira-super-admin
10481,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:35:15.24952Z,2023-11-14T08:35:15.24952Z,jira-super-admin
10483,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:35:15.304626Z,2023-11-14T08:35:15.304626Z,jira-super-admin
10484,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:35:15.335203Z,2023-11-14T08:35:15.335203Z,jira-super-admin
10489,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:35:49.138228Z,2023-11-14T08:35:49.138228Z,jira-super-admin
10490,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:35:49.150653Z,2023-11-14T08:35:49.150653Z,jira-super-admin
10492,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:35:49.188593Z,2023-11-14T08:35:49.188593Z,jira-super-admin
10493,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:35:49.225581Z,2023-11-14T08:35:49.225581Z,jira-super-admin
10498,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:36:30.025621Z,2023-11-14T08:36:30.025621Z,jira-super-admin
10499,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:36:30.048679Z,2023-11-14T08:36:30.048679Z,jira-super-admin
10501,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:36:30.081109Z,2023-11-14T08:36:30.081109Z,jira-super-admin
10502,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:36:30.10077Z,2023-11-14T08:36:30.10077Z,jira-super-admin
10507,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:36:46.045081Z,2023-11-14T08:36:46.045081Z,jira-super-admin
10508,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:36:46.064466Z,2023-11-14T08:36:46.064466Z,jira-super-admin
10510,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:36:46.092358Z,2023-11-14T08:36:46.092358Z,jira-super-admin
10511,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:36:46.10125Z,2023-11-14T08:36:46.10125Z,jira-super-admin
10516,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:02.594051Z,2023-11-14T08:37:02.594051Z,jira-super-admin
10517,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:02.603622Z,2023-11-14T08:37:02.603622Z,jira-super-admin
10519,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:02.647406Z,2023-11-14T08:37:02.647406Z,jira-super-admin
10520,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:02.662801Z,2023-11-14T08:37:02.662801Z,jira-super-admin
10525,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:19.141762Z,2023-11-14T08:37:19.141762Z,jira-super-admin
10526,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:19.151195Z,2023-11-14T08:37:19.151195Z,jira-super-admin
10528,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:19.186439Z,2023-11-14T08:37:19.186439Z,jira-super-admin
10529,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:19.199056Z,2023-11-14T08:37:19.199056Z,jira-super-admin
10534,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:32.746858Z,2023-11-14T08:37:32.746858Z,jira-super-admin
10535,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:32.754189Z,2023-11-14T08:37:32.754189Z,jira-super-admin
10537,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:32.79988Z,2023-11-14T08:37:32.79988Z,jira-super-admin
10538,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:32.810656Z,2023-11-14T08:37:32.810656Z,jira-super-admin
10543,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:48.982994Z,2023-11-14T08:37:48.982994Z,jira-super-admin
10544,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:48.992317Z,2023-11-14T08:37:48.992317Z,jira-super-admin
10546,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:49.038498Z,2023-11-14T08:37:49.038498Z,jira-super-admin
10547,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:37:49.05026Z,2023-11-14T08:37:49.05026Z,jira-super-admin
10552,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:38:01.43641Z,2023-11-14T08:38:01.43641Z,jira-super-admin
10553,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:38:01.469438Z,2023-11-14T08:38:01.469438Z,jira-super-admin
10555,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:38:01.489311Z,2023-11-14T08:38:01.489311Z,jira-super-admin
10556,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:38:01.501096Z,2023-11-14T08:38:01.501096Z,jira-super-admin
10561,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:38:36.802402Z,2023-11-14T08:38:36.802402Z,jira-super-admin
10562,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:38:36.82399Z,2023-11-14T08:38:36.82399Z,jira-super-admin
10564,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:38:36.835502Z,2023-11-14T08:38:36.835502Z,jira-super-admin
10565,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:38:36.858987Z,2023-11-14T08:38:36.858987Z,jira-super-admin
10570,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:38:48.659401Z,2023-11-14T08:38:48.659401Z,jira-super-admin
10571,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:38:48.68485Z,2023-11-14T08:38:48.68485Z,jira-super-admin
10573,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:38:48.719042Z,2023-11-14T08:38:48.719042Z,jira-super-admin
10574,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:38:48.734176Z,2023-11-14T08:38:48.734176Z,jira-super-admin
10588,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:39:52.894398Z,2023-11-14T08:39:52.894398Z,jira-super-admin
10589,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:39:52.906612Z,2023-11-14T08:39:52.906612Z,jira-super-admin
10591,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:39:52.92951Z,2023-11-14T08:39:52.92951Z,jira-super-admin
10592,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:39:52.946589Z,2023-11-14T08:39:52.946589Z,jira-super-admin
10597,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:40:22.706631Z,2023-11-14T08:40:22.706631Z,jira-super-admin
10598,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:40:22.725519Z,2023-11-14T08:40:22.725519Z,jira-super-admin
10600,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:40:22.755692Z,2023-11-14T08:40:22.755692Z,jira-super-admin
10601,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:40:22.777238Z,2023-11-14T08:40:22.777238Z,jira-super-admin
10606,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:40:51.109273Z,2023-11-14T08:40:51.109273Z,jira-super-admin
10607,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:40:51.129473Z,2023-11-14T08:40:51.129473Z,jira-super-admin
10609,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:40:51.170114Z,2023-11-14T08:40:51.170114Z,jira-super-admin
10610,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:40:51.184487Z,2023-11-14T08:40:51.184487Z,jira-super-admin
10615,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:40:56.755116Z,2023-11-14T08:40:56.755116Z,jira-super-admin
10616,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:40:56.762303Z,2023-11-14T08:40:56.762303Z,jira-super-admin
10618,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:40:56.787113Z,2023-11-14T08:40:56.787113Z,jira-super-admin
10619,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:40:56.816604Z,2023-11-14T08:40:56.816604Z,jira-super-admin
10624,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:41:24.886884Z,2023-11-14T08:41:24.886884Z,jira-super-admin
10625,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:41:24.896482Z,2023-11-14T08:41:24.896482Z,jira-super-admin
10627,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:41:24.921966Z,2023-11-14T08:41:24.921966Z,jira-super-admin
10628,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:41:24.944478Z,2023-11-14T08:41:24.944478Z,jira-super-admin
10633,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:41:30.017724Z,2023-11-14T08:41:30.017724Z,jira-super-admin
10634,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:41:30.027371Z,2023-11-14T08:41:30.027371Z,jira-super-admin
10636,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:41:30.060379Z,2023-11-14T08:41:30.060379Z,jira-super-admin
10637,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:41:30.073709Z,2023-11-14T08:41:30.073709Z,jira-super-admin
10642,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:41:58.704127Z,2023-11-14T08:41:58.704127Z,jira-super-admin
10643,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:41:58.725388Z,2023-11-14T08:41:58.725388Z,jira-super-admin
10645,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:41:58.740748Z,2023-11-14T08:41:58.740748Z,jira-super-admin
10646,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:41:58.752457Z,2023-11-14T08:41:58.752457Z,jira-super-admin
10651,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:42:32.097176Z,2023-11-14T08:42:32.097176Z,jira-super-admin
10652,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:42:32.110921Z,2023-11-14T08:42:32.110921Z,jira-super-admin
10654,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:42:32.158262Z,2023-11-14T08:42:32.158262Z,jira-super-admin
10655,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:42:32.178266Z,2023-11-14T08:42:32.178266Z,jira-super-admin
10660,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:42:34.575167Z,2023-11-14T08:42:34.575167Z,jira-super-admin
10661,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:42:34.587923Z,2023-11-14T08:42:34.587923Z,jira-super-admin
10663,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:42:34.616675Z,2023-11-14T08:42:34.616675Z,jira-super-admin
10664,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:42:34.637824Z,2023-11-14T08:42:34.637824Z,jira-super-admin
10669,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:43:06.118639Z,2023-11-14T08:43:06.118639Z,jira-super-admin
10670,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:43:06.129313Z,2023-11-14T08:43:06.129313Z,jira-super-admin
10672,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:43:06.17315Z,2023-11-14T08:43:06.17315Z,jira-super-admin
10673,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:43:06.187124Z,2023-11-14T08:43:06.187124Z,jira-super-admin
10678,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:43:09.582548Z,2023-11-14T08:43:09.582548Z,jira-super-admin
10679,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:43:09.608765Z,2023-11-14T08:43:09.608765Z,jira-super-admin
10681,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:43:09.647491Z,2023-11-14T08:43:09.647491Z,jira-super-admin
10682,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:43:09.664121Z,2023-11-14T08:43:09.664121Z,jira-super-admin
10687,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:43:40.272512Z,2023-11-14T08:43:40.272512Z,jira-super-admin
10688,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:43:40.28147Z,2023-11-14T08:43:40.28147Z,jira-super-admin
10690,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:43:40.309037Z,2023-11-14T08:43:40.309037Z,jira-super-admin
10691,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:43:40.336476Z,2023-11-14T08:43:40.336476Z,jira-super-admin
10696,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:44:11.031392Z,2023-11-14T08:44:11.031392Z,jira-super-admin
10697,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:44:11.051652Z,2023-11-14T08:44:11.051652Z,jira-super-admin
10699,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:44:11.067364Z,2023-11-14T08:44:11.067364Z,jira-super-admin
10700,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:44:11.077008Z,2023-11-14T08:44:11.077008Z,jira-super-admin
10705,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:44:14.380678Z,2023-11-14T08:44:14.380678Z,jira-super-admin
10706,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:44:14.41402Z,2023-11-14T08:44:14.41402Z,jira-super-admin
10708,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:44:14.430053Z,2023-11-14T08:44:14.430053Z,jira-super-admin
10709,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:44:14.442734Z,2023-11-14T08:44:14.442734Z,jira-super-admin
10714,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:44:47.323011Z,2023-11-14T08:44:47.323011Z,jira-super-admin
10715,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:44:47.345702Z,2023-11-14T08:44:47.345702Z,jira-super-admin
10717,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:44:47.363343Z,2023-11-14T08:44:47.363343Z,jira-super-admin
10718,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:44:47.374685Z,2023-11-14T08:44:47.374685Z,jira-super-admin
10723,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:45:15.224795Z,2023-11-14T08:45:15.224795Z,jira-super-admin
10726,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:45:15.261321Z,2023-11-14T08:45:15.261321Z,jira-super-admin
10724,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:45:15.245641Z,2023-11-14T08:45:15.245641Z,jira-super-admin
10727,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:45:15.272527Z,2023-11-14T08:45:15.272527Z,jira-super-admin
10732,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:45:27.817623Z,2023-11-14T08:45:27.817623Z,jira-super-admin
10733,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:45:27.838352Z,2023-11-14T08:45:27.838352Z,jira-super-admin
10735,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:45:27.869956Z,2023-11-14T08:45:27.869956Z,jira-super-admin
10736,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:45:27.882379Z,2023-11-14T08:45:27.882379Z,jira-super-admin
10741,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:45:47.140874Z,2023-11-14T08:45:47.140874Z,jira-super-admin
10742,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:45:47.172111Z,2023-11-14T08:45:47.172111Z,jira-super-admin
10744,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:45:47.201092Z,2023-11-14T08:45:47.201092Z,jira-super-admin
10745,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:45:47.227723Z,2023-11-14T08:45:47.227723Z,jira-super-admin
10750,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:46:05.439106Z,2023-11-14T08:46:05.439106Z,jira-super-admin
10751,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:46:05.448257Z,2023-11-14T08:46:05.448257Z,jira-super-admin
10753,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:46:05.478173Z,2023-11-14T08:46:05.478173Z,jira-super-admin
10754,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:46:05.490998Z,2023-11-14T08:46:05.490998Z,jira-super-admin
10759,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:46:34.997044Z,2023-11-14T08:46:34.997044Z,jira-super-admin
10760,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:46:35.008627Z,2023-11-14T08:46:35.008627Z,jira-super-admin
10762,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:46:35.02823Z,2023-11-14T08:46:35.02823Z,jira-super-admin
10763,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:46:35.07032Z,2023-11-14T08:46:35.07032Z,jira-super-admin
10768,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:00.026155Z,2023-11-14T08:47:00.026155Z,jira-super-admin
10769,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:00.038426Z,2023-11-14T08:47:00.038426Z,jira-super-admin
10771,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:00.095898Z,2023-11-14T08:47:00.095898Z,jira-super-admin
10772,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:00.112785Z,2023-11-14T08:47:00.112785Z,jira-super-admin
10777,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:14.512185Z,2023-11-14T08:47:14.512185Z,jira-super-admin
10778,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:14.520495Z,2023-11-14T08:47:14.520495Z,jira-super-admin
10780,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:14.552547Z,2023-11-14T08:47:14.552547Z,jira-super-admin
10781,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:14.567469Z,2023-11-14T08:47:14.567469Z,jira-super-admin
10786,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:37.018803Z,2023-11-14T08:47:37.018803Z,jira-super-admin
10787,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:37.039416Z,2023-11-14T08:47:37.039416Z,jira-super-admin
10789,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:37.056372Z,2023-11-14T08:47:37.056372Z,jira-super-admin
10790,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:37.066548Z,2023-11-14T08:47:37.066548Z,jira-super-admin
10795,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:39.903752Z,2023-11-14T08:47:39.903752Z,jira-super-admin
10796,10001,10004,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:39.911907Z,2023-11-14T08:47:39.911907Z,jira-super-admin
10798,10001,10005,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:39.939303Z,2023-11-14T08:47:39.939303Z,jira-super-admin
10799,10001,10006,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:47:39.948841Z,2023-11-14T08:47:39.948841Z,jira-super-admin
10804,10001,10003,group,2cc71835-f9a2-4ad7-bd3e-1ba8ea9d3db6,2023-11-14T08:48:16.169251Z,2023-11-14T08:48:16.169251Z,jira-super-admin
